Lote,Individuo,AE,LE,AT,LT,AA,LA,NV,Morfotipo,Labio
152,12,4.29,0.96,10.93,7.50,6.50,5.60,4.74,LU,0
152,12,4.34,0.98,10.91,7.61,6.51,5.51,4.71,LU,0
152,13,4.45,1.05,10.26,7.06,6.20,5.15,4.46,LU,0
152,13,4.44,1.07,10.11,7.10,6.08,5.11,4.46,LU,0
152,13,4.34,1.04,9.96,7.18,6.08,5.23,4.48,LU,0
152,13,4.34,1.02,10.20,7.26,6.09,5.10,4.46,LU,0
158,1,7.36,2.22,17.21,12.02,11.07,7.79,5.36,LU,1
158,1,7.33,2.26,17.29,11.98,11.02,7.82,5.32,LU,1
158,1,7.30,2.23,17.00,12.10,11.03,7.69,5.36,LU,1
158,1,7.24,2.21,17.16,12.17,11.11,7.71,5.34,LU,1
165,7,6.72,2.04,14.20,11.06,8.18,7.00,5.31,LU,0
165,7,6.59,2.05,14.18,10.96,8.21,6.99,5.32,LU,0
165,7,6.64,2.04,14.03,10.90,8.16,7.04,5.36,LU,0
165,7,6.73,2.05,14.29,10.90,8.19,6.95,5.33,LU,0
177,1,6.13,1.46,13.61,9.61,8.94,6.12,5.41,DU,1
177,1,6.07,1.43,13.62,9.74,8.93,6.18,5.43,DU,1
177,1,6.11,1.43,13.89,9.56,8.81,6.17,5.38,DU,1
177,1,5.97,1.43,13.66,9.63,8.93,6.09,5.40,DU,1
177,2,7.94,2.35,16.38,11.88,9.89,6.88,5.71,LU,1
177,2,7.95,2.38,16.54,11.81,9.91,6.92,5.74,LU,1
177,2,7.96,2.40,16.24,11.74,9.84,6.98,5.73,LU,1
177,2,7.95,2.35,16.32,11.89,9.81,6.92,5.74,LU,1
198,1,5.15,1.34,11.48,8.69,6.83,6.09,4.85,LU,0
198,1,5.04,1.32,11.22,8.52,6.83,6.00,4.83,LU,0
198,1,5.04,1.37,11.48,8.66,6.81,6.02,4.80,LU,0
198,1,5.06,1.37,11.29,8.64,6.80,6.04,4.81,LU,0
198,2,5.02,1.23,10.73,7.92,6.21,5.35,4.85,LU,0
198,2,4.93,1.25,10.77,8.12,6.02,5.35,4.89,LU,0
198,2,5.06,1.22,10.58,7.97,6.19,5.37,4.89,LU,0
198,2,4.91,1.26,10.74,7.91,6.18,5.32,4.89,LU,0
198,3,5.28,1.27,11.43,7.62,6.20,5.04,4.99,LU,0
198,3,5.35,1.23,11.24,7.52,6.07,4.99,4.98,LU,0
198,3,5.22,1.23,11.46,7.56,6.05,5.00,4.97,LU,0
198,3,5.22,1.27,11.37,7.59,6.19,5.00,4.99,LU,0
242,2,8.67,2.53,18.95,13.51,10.98,8.19,5.56,LB,1
242,2,8.72,2.54,18.95,13.65,11.03,8.18,5.58,LB,1
242,2,8.64,2.55,18.87,13.55,10.92,8.14,5.58,LB,1
242,2,8.73,2.50,18.95,13.67,11.02,8.22,5.57,LB,1
242,6,9.11,2.65,18.29,13.38,10.17,8.29,5.47,LB,0
242,6,9.06,2.63,18.09,13.48,10.04,8.40,5.47,LB,0
242,6,9.09,2.62,18.18,13.49,10.09,8.33,5.52,LB,0
242,6,9.04,2.62,18.39,13.35,9.96,8.33,5.51,LB,0
242,7,6.46,1.67,16.32,11.11,9.77,7.54,5.15,LU,1
242,7,6.46,1.66,16.20,10.88,9.88,7.44,5.13,LU,1
242,7,6.57,1.68,16.22,11.01,9.76,7.55,5.16,LU,1
242,7,6.52,1.66,16.36,11.07,9.92,7.51,5.11,LU,1
242,8,7.39,1.77,17.86,12.39,10.96,8.80,5.13,LU,1
242,8,7.38,1.75,17.64,12.43,10.94,8.78,5.18,LU,1
242,8,7.38,1.72,17.75,12.46,11.06,8.78,5.19,LU,1
242,8,7.46,1.76,17.68,12.46,10.99,8.86,5.16,LU,1
242,9,6.92,2.27,13.58,10.63,7.86,6.74,5.59,LU,0
242,9,6.84,2.29,13.52,10.70,7.87,6.72,5.62,LU,0
242,9,6.85,2.32,13.54,10.72,7.75,6.74,5.58,LU,0
242,9,6.91,2.30,13.34,10.71,7.76,6.69,5.61,LU,0
242,10,5.09,1.31,11.84,8.47,6.99,5.93,5.17,LU,0
242,10,5.12,1.30,11.61,8.25,7.07,5.87,5.16,LU,0
242,10,5.10,1.34,11.82,8.23,6.97,5.92,5.16,LU,0
242,10,5.09,1.30,11.74,8.43,7.06,5.87,5.13,LU,0
243,8,7.66,1.87,16.23,11.53,9.31,7.13,5.38,LU,1
243,8,7.67,1.89,16.00,11.41,9.20,7.10,5.35,LU,1
243,8,7.75,1.88,16.09,11.40,9.33,7.08,5.36,LU,1
243,8,7.61,1.86,16.24,11.48,9.39,7.09,5.37,LU,1
253,3,6.92,2.13,15.64,10.99,9.30,6.88,5.28,LU,1
253,3,7.02,2.07,15.70,11.04,9.30,6.81,5.27,LU,1
253,3,6.99,2.12,15.58,11.08,9.40,6.81,5.25,LU,1
253,3,7.00,2.10,15.69,10.99,9.32,6.82,5.28,LU,1
253,8,6.68,1.98,14.51,11.07,8.60,7.03,5.32,LU,1
253,8,6.77,1.97,14.56,10.83,8.74,7.05,5.31,LU,1
253,8,6.76,1.98,14.39,10.93,8.68,7.10,5.33,LU,1
253,8,6.65,2.02,14.51,10.84,8.68,7.01,5.34,LU,1
253,9,7.73,2.11,15.01,12.04,8.67,6.68,5.49,LU,1
253,9,7.60,2.11,15.02,11.99,8.72,6.63,5.48,LU,1
253,9,7.74,2.15,14.79,11.97,8.57,6.68,5.52,LU,1
253,9,7.69,2.14,14.93,11.90,8.69,6.72,5.49,LU,1
253,10,6.79,2.12,14.69,10.80,8.83,6.57,5.30,LU,1
253,10,6.84,2.15,14.51,10.72,8.98,6.53,5.33,LU,1
253,10,6.74,2.15,14.54,10.92,8.92,6.53,5.30,LU,1
253,10,6.84,2.11,14.64,10.72,8.86,6.59,5.28,LU,1
253,11,6.45,2.19,12.55,10.08,7.64,6.08,5.46,LU,0
253,11,6.38,2.21,12.27,10.25,7.50,6.06,5.46,LU,0
253,11,6.32,2.17,12.36,10.24,7.49,6.11,5.48,LU,0
253,11,6.32,2.21,12.36,10.11,7.50,6.03,5.43,LU,0
253,12,6.04,1.79,12.87,9.53,7.33,6.03,5.02,LU,0
253,12,5.92,1.76,12.82,9.36,7.52,6.08,5.04,LU,0
253,12,6.07,1.79,12.73,9.29,7.51,5.97,5.06,LU,0
253,12,5.93,1.77,12.74,9.35,7.52,6.08,5.05,LU,0
253,13,5.63,1.40,12.14,9.01,7.03,6.07,5.01,LU,0
253,13,5.64,1.40,12.29,9.09,7.19,6.02,5.04,LU,0
253,13,5.56,1.42,12.28,9.09,7.13,6.05,5.05,LU,0
253,13,5.58,1.39,12.25,9.01,7.10,6.07,5.02,LU,0
253,14,5.52,1.49,12.27,9.01,7.02,6.00,5.17,LU,0
253,14,5.44,1.46,12.11,8.98,6.93,6.06,5.15,LU,0
253,14,5.59,1.49,11.97,8.95,7.01,5.96,5.16,LU,0
253,14,5.56,1.50,12.10,9.06,6.90,5.97,5.15,LU,0
253,15,5.17,1.43,11.01,8.33,6.66,5.45,4.86,LU,0
253,15,5.22,1.41,11.02,8.34,6.64,5.41,4.87,LU,0
253,15,5.17,1.44,11.17,8.19,6.59,5.40,4.89,LU,0
253,15,5.07,1.41,11.00,8.33,6.72,5.40,4.88,LU,0
253,16,5.19,1.48,10.90,8.47,6.66,5.54,4.86,LU,0
253,16,5.20,1.46,10.78,8.52,6.82,5.63,4.88,LU,0
253,16,5.15,1.45,10.99,8.40,6.80,5.55,4.84,LU,0
253,16,5.16,1.49,10.97,8.42,6.68,5.54,4.83,LU,0
264,1,6.41,1.66,14.32,11.01,8.70,7.63,5.36,LU,0
264,1,6.33,1.62,14.12,11.03,8.59,7.51,5.41,LU,0
264,1,6.32,1.66,14.24,10.90,8.66,7.59,5.40,LU,0
264,1,6.40,1.62,14.31,10.95,8.75,7.57,5.40,LU,0
276,5,6.70,1.60,14.62,10.45,8.75,6.65,5.30,LU,1
276,5,6.67,1.60,14.91,10.44,8.67,6.65,5.33,LU,1
276,5,6.81,1.61,14.85,10.56,8.71,6.65,5.32,LU,1
276,5,6.80,1.64,14.67,10.59,8.80,6.66,5.28,LU,1
276,6,6.52,1.80,14.32,10.61,8.25,6.55,5.25,LU,1
276,6,6.40,1.82,14.01,10.50,8.18,6.61,5.27,LU,1
276,6,6.44,1.78,14.31,10.58,8.26,6.54,5.28,LU,1
276,6,6.51,1.78,14.06,10.56,8.33,6.52,5.31,LU,1
276,7,5.94,1.67,13.56,9.93,8.02,6.27,5.30,LU,1
276,7,5.95,1.70,13.33,9.94,7.91,6.13,5.30,LU,1
276,7,5.92,1.66,13.45,9.84,7.98,6.16,5.31,LU,1
276,7,5.96,1.71,13.53,9.69,7.82,6.24,5.32,LU,1
276,8,5.52,1.27,12.51,8.69,7.50,5.81,4.85,LU,1
276,8,5.52,1.27,12.62,8.64,7.47,5.87,4.85,LU,1
276,8,5.38,1.25,12.55,8.60,7.54,5.84,4.88,LU,1
276,8,5.41,1.27,12.59,8.58,7.45,5.84,4.89,LU,1
276,9,5.92,1.83,11.81,9.47,6.66,5.75,5.37,LU,0
276,9,5.97,1.85,11.69,9.34,6.52,5.81,5.37,LU,0
276,9,5.99,1.84,11.99,9.48,6.66,5.87,5.39,LU,0
276,9,5.96,1.85,11.99,9.35,6.53,5.77,5.33,LU,0
291,3,5.31,1.60,12.17,9.30,8.07,6.47,5.19,LU,0
291,3,5.36,1.57,12.30,9.31,7.93,6.51,5.22,LU,0
291,3,5.31,1.61,12.13,9.13,8.07,6.55,5.18,LU,0
291,3,5.39,1.62,12.40,9.26,8.10,6.57,5.19,LU,0
294,1,6.79,1.89,13.82,10.21,7.53,6.43,5.12,LU,0
294,1,6.64,1.92,14.00,10.18,7.43,6.44,5.07,LU,0
294,1,6.74,1.89,14.07,10.17,7.49,6.40,5.12,LU,0
294,1,6.73,1.91,13.91,10.13,7.45,6.34,5.08,LU,0
294,2,5.84,2.07,12.60,10.30,7.91,6.61,5.06,LU,0
294,2,5.79,2.10,12.60,10.24,7.86,6.62,5.06,LU,0
294,2,5.96,2.09,12.66,10.38,7.82,6.68,5.10,LU,0
294,2,5.94,2.11,12.65,10.27,7.81,6.64,5.08,LU,0
318,9,6.24,1.99,12.58,9.82,7.80,5.53,5.24,LB,1
318,9,6.17,2.02,12.58,9.65,7.83,5.65,5.23,LB,1
318,9,6.24,2.04,12.83,9.75,7.80,5.58,5.21,LB,1
318,9,6.22,2.01,12.80,9.78,7.83,5.67,5.20,LB,1
318,10,6.01,1.60,12.91,10.28,7.20,6.35,5.10,LB,0
318,10,6.02,1.61,12.99,10.16,7.29,6.38,5.12,LB,0
318,10,5.93,1.63,12.83,10.28,7.30,6.37,5.13,LB,0
318,10,5.95,1.60,12.95,10.12,7.25,6.41,5.14,LB,0
318,11,6.54,1.92,13.90,10.70,7.82,6.69,5.34,LB,1
318,11,6.50,1.89,13.72,10.70,7.71,6.69,5.33,LB,1
318,11,6.46,1.88,13.71,10.73,7.79,6.70,5.32,LB,1
318,11,6.59,1.92,13.75,10.76,7.67,6.76,5.35,LB,1
318,12,4.19,1.20,9.24,7.16,4.87,4.73,4.80,LB,0
318,12,4.21,1.20,9.21,7.02,4.76,4.70,4.80,LB,0
318,12,4.23,1.21,9.06,7.15,4.78,4.75,4.79,LB,0
318,12,4.14,1.18,9.02,7.06,4.71,4.67,4.77,LB,0
318,13,8.14,2.37,18.24,13.35,10.48,8.74,5.14,LB,1
318,13,8.05,2.41,18.47,13.45,10.50,8.78,5.14,LB,1
318,13,8.11,2.36,18.39,13.56,10.49,8.73,5.19,LB,1
318,13,8.04,2.38,18.25,13.36,10.44,8.83,5.14,LB,1
318,14,5.84,1.51,12.89,9.47,7.32,5.92,4.82,LB,1
318,14,5.84,1.55,13.08,9.32,7.38,5.89,4.77,LB,1
318,14,5.85,1.51,12.87,9.47,7.48,5.90,4.81,LB,1
318,14,5.97,1.51,12.75,9.37,7.28,5.90,4.79,LB,1
318,15,5.09,1.52,10.72,8.57,6.40,5.58,4.88,LU,0
318,15,5.13,1.48,10.87,8.35,6.46,5.62,4.89,LU,0
318,15,5.14,1.51,10.63,8.46,6.41,5.60,4.91,LU,0
318,15,5.14,1.49,10.60,8.57,6.49,5.68,4.89,LU,0
318,16,3.21,0.69,8.61,6.77,5.66,5.26,4.35,LU,0
318,16,3.23,0.70,8.70,6.61,5.81,5.17,4.37,LU,0
318,16,3.19,0.70,8.54,6.69,5.62,5.16,4.37,LU,0
318,16,3.18,0.71,8.78,6.64,5.73,5.15,4.38,LU,0
318,17,5.54,1.64,11.31,9.51,6.34,6.04,5.11,LB,0
318,17,5.61,1.64,11.49,9.57,6.45,6.01,5.12,LB,0
318,17,5.55,1.67,11.42,9.59,6.36,5.96,5.12,LB,0
318,17,5.53,1.66,11.18,9.50,6.51,5.96,5.09,LB,0
318,18,5.96,1.26,12.98,9.01,7.23,6.39,5.07,LB,0
318,18,6.00,1.28,13.02,8.99,7.11,6.47,5.06,LB,0
318,18,5.97,1.30,13.03,9.05,7.21,6.44,5.03,LB,0
318,18,6.07,1.31,13.05,8.99,7.10,6.47,5.05,LB,0
318,19,4.76,1.59,11.08,8.73,6.46,5.78,4.69,LB,0
318,19,4.72,1.54,10.97,8.56,6.40,5.85,4.68,LB,0
318,19,4.73,1.58,10.89,8.53,6.43,5.76,4.69,LB,0
318,19,4.72,1.58,10.79,8.50,6.53,5.85,4.69,LB,0
318,20,5.40,1.46,11.29,8.73,6.70,5.98,4.94,LB,0
318,20,5.26,1.48,11.22,8.79,6.71,6.00,4.93,LB,0
318,20,5.25,1.44,11.32,8.76,6.67,5.87,4.93,LB,0
318,20,5.28,1.44,11.39,8.94,6.68,5.88,4.93,LB,0
318,21,4.34,1.22,9.93,7.88,6.01,5.57,4.55,LB,0
318,21,4.22,1.19,10.04,7.86,6.07,5.45,4.54,LB,0
318,21,4.24,1.19,10.04,7.90,5.90,5.46,4.53,LB,0
318,21,4.32,1.23,9.81,7.82,6.04,5.49,4.52,LB,0
318,22,5.55,1.37,12.23,8.74,6.85,5.68,4.91,LB,1
318,22,5.56,1.39,12.52,8.86,6.70,5.72,4.91,LB,1
318,22,5.50,1.38,12.41,8.75,6.69,5.70,4.87,LB,1
318,22,5.46,1.38,12.30,8.69,6.91,5.64,4.89,LB,1
318,23,5.91,1.78,12.16,9.15,6.51,6.05,4.84,LU,0
318,23,5.94,1.78,12.15,9.32,6.35,6.09,4.83,LU,0
318,23,5.79,1.83,12.31,9.33,6.39,6.07,4.80,LU,0
318,23,5.78,1.81,12.05,9.12,6.39,6.02,4.83,LU,0
318,24,6.97,2.18,14.32,11.10,7.52,6.84,5.13,LB,0
318,24,7.03,2.13,14.28,10.97,7.51,6.89,5.13,LB,0
318,24,7.03,2.13,14.34,11.12,7.56,6.89,5.08,LB,0
318,24,7.12,2.18,14.38,10.97,7.57,6.85,5.08,LB,0
318,25,5.66,1.60,12.23,8.60,6.86,5.38,4.97,LU,1
318,25,5.62,1.55,12.22,8.66,6.86,5.33,4.93,LU,1
318,25,5.58,1.56,12.45,8.63,6.82,5.28,4.98,LU,1
318,25,5.53,1.60,12.31,8.56,6.89,5.36,4.92,LU,1
318,26,3.49,0.97,8.83,6.21,4.87,4.59,4.16,LB,0
318,26,3.42,0.93,8.83,6.31,5.05,4.69,4.16,LB,0
318,26,3.43,0.92,8.84,6.14,4.94,4.69,4.13,LB,0
318,26,3.40,0.96,8.60,6.33,5.05,4.63,4.18,LB,0
318,27,4.36,1.25,10.22,7.56,5.73,5.14,4.47,LB,1
318,27,4.32,1.27,10.33,7.53,5.64,5.12,4.51,LB,1
318,27,4.33,1.28,10.05,7.54,5.68,5.19,4.50,LB,1
318,27,4.33,1.25,10.21,7.49,5.70,5.11,4.50,LB,1
320,8,7.13,2.09,15.10,10.82,8.42,6.39,5.39,LU,1
320,8,7.16,2.07,14.87,10.86,8.32,6.42,5.40,LU,1
320,8,7.28,2.08,15.17,10.86,8.52,6.51,5.35,LU,1
320,8,7.26,2.11,15.09,10.65,8.38,6.49,5.36,LU,1
320,9,6.65,1.99,14.04,10.92,8.23,6.16,5.39,LU,1
320,9,6.56,2.03,13.95,10.86,8.21,6.12,5.38,LU,1
320,9,6.70,2.02,13.78,10.93,8.36,6.17,5.38,LU,1
320,9,6.62,1.99,13.95,10.82,8.32,6.12,5.40,LU,1
320,10,6.39,2.11,13.28,9.90,7.79,5.57,5.18,LU,1
320,10,6.42,2.11,13.37,9.88,7.63,5.56,5.15,LU,1
320,10,6.36,2.10,13.23,9.92,7.69,5.51,5.20,LU,1
320,10,6.37,2.06,13.25,9.75,7.71,5.51,5.15,LU,1
320,11,6.08,1.70,12.80,9.09,7.45,5.58,5.31,LU,1
320,11,5.94,1.69,12.97,9.21,7.41,5.59,5.34,LU,1
320,11,6.01,1.67,13.00,9.08,7.52,5.64,5.29,LU,1
320,11,6.03,1.70,12.85,9.24,7.49,5.59,5.33,LU,1
320,12,5.74,1.86,11.28,8.85,6.52,4.94,5.03,LU,1
320,12,5.67,1.83,11.35,8.85,6.51,4.98,5.05,LU,1
320,12,5.72,1.87,11.47,8.77,6.63,5.01,5.04,LU,1
320,12,5.64,1.86,11.49,8.82,6.60,5.03,5.04,LU,1
320,13,5.55,1.62,11.38,8.83,6.82,5.26,5.09,LU,1
320,13,5.51,1.59,11.46,8.81,6.83,5.36,5.08,LU,1
320,13,5.64,1.63,11.62,8.70,6.83,5.36,5.08,LU,1
320,13,5.63,1.61,11.58,8.71,6.85,5.33,5.12,LU,1
320,14,7.04,2.03,14.35,10.54,8.44,6.60,5.23,LU,1
320,14,7.08,2.06,14.49,10.38,8.51,6.58,5.21,LU,1
320,14,7.00,2.03,14.38,10.54,8.43,6.64,5.26,LU,1
320,14,7.03,2.09,14.40,10.45,8.34,6.62,5.22,LU,1
320,15,5.81,1.94,12.50,9.58,7.70,5.92,5.21,LU,1
320,15,5.74,1.94,12.70,9.77,7.78,6.00,5.24,LU,1
320,15,5.78,1.99,12.52,9.82,7.80,5.99,5.22,LU,1
320,15,5.84,1.96,12.50,9.68,7.64,5.90,5.21,LU,1
320,16,7.86,2.87,16.18,12.82,9.45,7.44,5.86,LU,1
320,16,7.97,2.92,16.40,12.71,9.33,7.39,5.88,LU,1
320,16,7.94,2.91,16.26,12.85,9.42,7.42,5.84,LU,1
320,16,8.01,2.91,16.19,12.77,9.50,7.40,5.84,LU,1
320,17,6.27,1.74,13.15,10.33,7.62,6.18,5.14,LU,1
320,17,6.33,1.75,12.90,10.41,7.62,6.25,5.17,LU,1
320,17,6.30,1.73,13.15,10.40,7.53,6.25,5.19,LU,1
320,17,6.23,1.74,12.98,10.26,7.62,6.30,5.18,LU,1
320,18,6.15,1.89,12.57,9.63,7.44,5.73,5.53,LU,1
320,18,6.08,1.91,12.68,9.72,7.50,5.77,5.51,LU,1
320,18,6.06,1.92,12.58,9.67,7.57,5.75,5.56,LU,1
320,18,6.00,1.93,12.48,9.75,7.59,5.74,5.51,LU,1
320,19,6.12,2.05,11.81,9.65,6.91,5.00,5.27,LU,1
320,19,6.09,2.05,11.88,9.57,6.92,5.05,5.28,LU,1
320,19,6.06,2.05,11.78,9.71,7.03,5.05,5.24,LU,1
320,19,6.11,2.01,11.66,9.74,7.02,4.99,5.29,LU,1
320,20,6.02,1.88,11.73,9.46,6.94,5.82,5.10,LU,0
320,20,6.01,1.91,11.75,9.39,6.88,5.87,5.12,LU,0
320,20,5.95,1.88,11.63,9.35,6.94,5.83,5.12,LU,0
320,20,6.06,1.88,11.89,9.52,7.03,5.80,5.09,LU,0
320,21,5.76,1.66,11.51,9.00,6.80,5.12,5.02,LU,0
320,21,5.78,1.67,11.51,8.97,6.78,5.14,5.00,LU,0
320,21,5.89,1.67,11.37,8.88,6.89,5.14,5.02,LU,0
320,21,5.80,1.67,11.39,9.03,6.81,5.20,5.03,LU,0
320,22,7.33,2.19,15.08,11.60,8.51,7.02,5.45,LU,1
320,22,7.32,2.18,14.94,11.61,8.53,6.98,5.40,LU,1
320,22,7.38,2.19,14.91,11.51,8.58,7.03,5.43,LU,1
320,22,7.20,2.20,15.02,11.53,8.52,6.98,5.45,LU,1
320,23,5.26,1.33,11.50,7.72,6.20,5.19,4.84,LU,0
320,23,5.27,1.31,11.54,7.62,6.16,5.09,4.87,LU,0
320,23,5.30,1.33,11.59,7.55,6.28,5.20,4.84,LU,0
320,23,5.41,1.33,11.49,7.62,6.27,5.17,4.86,LU,0
320,24,5.31,1.47,11.27,8.86,7.14,5.41,4.90,LU,1
320,24,5.27,1.49,11.57,8.70,7.13,5.41,4.92,LU,1
320,24,5.30,1.46,11.42,8.84,7.05,5.42,4.89,LU,1
320,24,5.42,1.49,11.50,8.77,7.03,5.38,4.90,LU,1
320,25,6.05,2.29,11.20,9.53,6.09,5.55,5.29,LU,0
320,25,6.07,2.33,11.23,9.31,6.05,5.47,5.35,LU,0
320,25,5.99,2.31,11.25,9.52,6.10,5.56,5.30,LU,0
320,25,6.06,2.31,11.42,9.40,6.04,5.47,5.29,LU,0
320,26,6.32,2.11,11.84,9.33,7.06,5.64,5.27,LU,0
320,26,6.34,2.10,11.93,9.54,7.20,5.56,5.23,LU,0
320,26,6.25,2.11,11.97,9.32,7.19,5.60,5.28,LU,0
320,26,6.31,2.09,11.94,9.34,7.09,5.57,5.26,LU,0
320,27,5.00,1.25,10.59,8.12,6.93,5.32,4.71,LU,0
320,27,4.88,1.29,10.48,8.02,6.82,5.29,4.70,LU,0
320,27,4.90,1.27,10.51,7.89,6.92,5.28,4.73,LU,0
320,27,4.92,1.26,10.57,7.92,6.90,5.34,4.74,LU,0
331,7,7.24,2.13,15.34,11.43,9.19,7.18,5.34,LU,1
331,7,7.32,2.14,15.18,11.51,9.10,7.24,5.33,LU,1
331,7,7.25,2.16,15.15,11.59,9.18,7.22,5.32,LU,1
331,7,7.36,2.15,15.28,11.60,9.20,7.17,5.35,LU,1
331,8,7.26,1.72,15.74,11.19,9.83,7.16,5.23,LU,1
331,8,7.28,1.68,15.73,11.18,9.83,7.20,5.21,LU,1
331,8,7.19,1.72,15.92,11.18,10.00,7.10,5.23,LU,1
331,8,7.28,1.70,15.89,10.99,9.98,7.17,5.17,LU,1
331,9,7.35,1.83,15.53,10.87,9.04,6.83,5.57,LU,1
331,9,7.43,1.83,15.39,10.86,8.86,6.82,5.52,LU,1
331,9,7.36,1.86,15.52,10.84,9.03,6.81,5.53,LU,1
331,9,7.46,1.87,15.46,10.92,8.89,6.76,5.57,LU,1
331,10,6.82,2.14,14.00,10.67,8.85,6.72,5.36,LU,1
331,10,6.66,2.11,14.01,10.67,8.73,6.76,5.38,LU,1
331,10,6.70,2.12,14.15,10.55,8.68,6.65,5.36,LU,1
331,10,6.81,2.12,14.19,10.75,8.78,6.68,5.37,LU,1
331,11,6.42,1.58,13.52,9.87,7.81,5.88,5.00,LU,1
331,11,6.41,1.57,13.49,9.71,7.79,5.79,4.96,LU,1
331,11,6.40,1.56,13.59,9.80,7.82,5.80,4.95,LU,1
331,11,6.49,1.56,13.59,9.72,7.80,5.81,4.99,LU,1
331,12,6.16,1.74,12.71,9.10,7.17,5.48,4.96,LU,0
331,12,6.25,1.77,12.71,9.06,7.16,5.47,4.94,LU,0
331,12,6.29,1.76,12.63,9.15,7.15,5.40,5.00,LU,0
331,12,6.18,1.74,12.66,9.14,7.09,5.39,4.99,LU,0
331,13,5.27,1.10,11.68,8.19,6.85,5.15,5.12,LU,0
331,13,5.36,1.12,11.52,8.05,6.78,5.15,5.09,LU,0
331,13,5.25,1.11,11.46,8.13,6.87,5.08,5.12,LU,0
331,13,5.20,1.08,11.69,7.95,6.95,5.13,5.10,LU,0
331,14,4.96,1.39,10.89,8.47,6.83,5.85,4.88,LU,0
331,14,4.99,1.38,11.22,8.33,6.75,5.73,4.90,LU,0
331,14,4.98,1.43,11.08,8.44,6.71,5.83,4.88,LU,0
331,14,4.93,1.38,10.90,8.53,6.78,5.72,4.87,LU,0
352,1,6.93,1.83,14.72,11.03,8.75,6.84,5.25,LU,1
352,1,6.85,1.82,14.67,11.02,8.70,6.79,5.25,LU,1
352,1,6.86,1.85,14.72,10.82,8.73,6.88,5.25,LU,1
352,1,6.93,1.84,14.80,10.84,8.74,6.89,5.24,LU,1
355,1,7.20,2.08,15.93,11.32,8.75,7.23,5.67,LB,1
355,1,7.23,2.06,16.00,11.40,8.74,7.26,5.64,LB,1
355,1,7.36,2.05,15.94,11.28,8.81,7.21,5.63,LB,1
355,1,7.23,2.07,15.78,11.35,8.90,7.23,5.64,LB,1
355,2,7.10,2.20,14.45,11.14,7.50,6.62,5.66,LU,0
355,2,7.09,2.25,14.62,11.22,7.42,6.68,5.65,LU,0
355,2,7.10,2.23,14.75,11.33,7.56,6.61,5.65,LU,0
355,2,7.06,2.25,14.71,11.13,7.49,6.70,5.68,LU,0
355,3,5.78,1.54,11.87,8.96,6.41,5.74,4.93,LU,0
355,3,5.70,1.53,11.91,8.93,6.48,5.75,4.92,LU,0
355,3,5.71,1.54,11.65,8.95,6.48,5.74,4.95,LU,0
355,3,5.71,1.55,11.79,9.03,6.54,5.82,4.93,LU,0
355,4,6.45,1.90,12.75,9.52,7.16,5.65,5.42,LB,1
355,4,6.50,1.94,12.86,9.46,7.10,5.59,5.42,LB,1
355,4,6.35,1.91,12.99,9.61,7.13,5.62,5.42,LB,1
355,4,6.38,1.90,12.89,9.49,7.30,5.67,5.45,LB,1
355,5,4.98,1.25,10.87,7.47,5.65,5.02,4.77,LU,0
355,5,5.08,1.24,10.54,7.43,5.58,5.08,4.78,LU,0
355,5,5.05,1.26,10.55,7.51,5.54,5.03,4.75,LU,0
355,5,5.03,1.25,10.74,7.41,5.63,4.98,4.76,LU,0
359,12,7.04,1.88,15.36,11.02,9.41,7.15,5.43,LU,1
359,12,7.03,1.92,15.28,11.00,9.31,7.28,5.40,LU,1
359,12,7.03,1.91,15.53,10.82,9.37,7.22,5.39,LU,1
359,12,7.17,1.88,15.41,10.98,9.34,7.20,5.42,LU,1
359,13,6.88,1.91,14.02,10.27,8.39,6.18,5.26,LU,0
359,13,6.84,1.89,13.96,10.33,8.48,6.29,5.31,LU,0
359,13,6.84,1.89,13.99,10.27,8.50,6.29,5.31,LU,0
359,13,6.87,1.90,14.16,10.26,8.34,6.26,5.28,LU,0
359,14,7.06,2.32,14.13,11.03,7.98,6.94,5.57,LU,0
359,14,7.10,2.30,14.13,11.01,8.14,6.96,5.56,LU,0
359,14,7.05,2.31,14.30,11.01,8.05,6.87,5.56,LU,0
359,14,7.06,2.28,14.29,11.06,7.96,6.89,5.57,LU,0
359,15,6.00,1.67,12.61,9.21,7.42,6.09,5.28,LU,0
359,15,5.92,1.67,12.57,9.46,7.30,6.10,5.25,LU,0
359,15,5.98,1.67,12.69,9.21,7.39,6.11,5.23,LU,0
359,15,6.00,1.67,12.77,9.40,7.32,6.10,5.22,LU,0
359,16,6.59,2.04,12.70,10.01,7.51,6.08,5.28,LU,0
359,16,6.54,2.02,12.63,10.16,7.48,6.13,5.30,LU,0
359,16,6.52,2.02,12.72,10.13,7.56,6.07,5.31,LU,0
359,16,6.56,2.03,12.69,10.01,7.52,6.07,5.28,LU,0
385,1,6.32,1.66,14.12,9.88,7.60,6.00,5.01,LB,1
385,1,6.20,1.68,13.81,9.81,7.74,6.07,5.03,LB,1
385,1,6.23,1.64,14.02,9.93,7.58,6.07,5.04,LB,1
385,1,6.28,1.70,13.82,9.92,7.56,5.99,5.00,LB,1
385,2,7.39,2.09,15.14,11.16,8.91,6.41,5.34,LB,1
385,2,7.40,2.11,15.12,11.19,8.87,6.41,5.36,LB,1
385,2,7.34,2.13,14.92,11.25,8.91,6.48,5.34,LB,1
